,CONDITION_CONCEPT_ID,CONDITION_CONCEPT_NAME,FREQ
6838,440558,Closed traumatic dislocation of interphalangeal joint of finger,30
6839,4002792,Transient synovitis,30
6840,439977,Poisoning by analgesic AND/OR antipyretic,30
6841,444429,Herpes simplex,30
6842,436245,Atypical glandular cells on vaginal Papanicolaou smear,30
6843,443382,Malignant tumor of descending colon,30
6844,194265,Cryptosporidiosis,30
6845,194856,Hepatic coma due to viral hepatitis A,30
6846,197656,Medullary cystic disease of the kidney,30
6847,197723,Open wound of lateral abdominal wall without complication,30
6848,374037,Night blindness,30
6849,377883,Intermittent alternating esotropia,30
6850,80205,Condition in fetus originating in the perinatal period,30
6851,312928,Adhesive pericarditis,30
6852,141370,Toxic erythema,30
6853,141498,Cutaneous infectious disease due to Mycobacteria,30
6854,141474,Partial thickness burn of hand,30
6855,433765,Acute endophthalmitis,30
6856,382034,Injury of sciatic nerve,30
6857,443527,Abdominal compartment syndrome,30
6858,436812,Tongue tie,30
6859,312383,Postpartum cardiomyopathy,30
6860,377546,Chronic post-traumatic headache,30
6861,433015,Congenital anomaly of aortic arch,30
6862,317307,Idiopathic myocarditis,30
6863,440108,Thyrotoxic exophthalmos,30
6864,436248,Open fracture of neck of femur,30
6865,436254,Closed fractures of multiple bones of lower limb,30
6866,256142,Dental arch relationship anomaly,30
6867,374342,Headache associated with sexual activity,30
6868,435626,Tibial collateral ligament bursitis,30
6869,4009752,"Closed fracture distal phalanx, toe",30
6870,135349,Compartment syndrome of upper limb,30
6871,195009,Leukoplakia of penis,30
6872,195591,Urethral overactivity,30
6873,381548,Monoplegia,30
6874,44784255,Traumatic rupture of rotator cuff,29
6875,45766189,Hypoxic ischemic encephalopathy,29
6876,45763766,Ulcerative blepharitis of upper eyelid,29
6877,37205092,Disorder due to and following injury of nerve of upper limb,29
6878,45769442,Acute severe exacerbation of immunoglobin E-mediated allergic asthma,29
6879,46270368,Status epilepticus due to refractory simple partial epilepsy,29
6880,46270492,Adult pulmonary Langerhans cell histiocytosis,29
6881,45766967,Pathological fracture of tibia due to neoplastic disease,29
6882,435131,Victim of neglect,29
6883,4338227,Basilar artery thrombosis,29
6884,4314086,Poisoning due to sting of ant,29
6885,4272486,Diffuse crescentic glomerulonephritis,29
6886,4241917,Carcinoma in situ of thyroid gland,29
6887,4265479,Acute duodenal ulcer with perforation,29
6888,4274969,Vertebral artery embolism,29
6889,4308689,Mechanical complication of eye orbit prosthesis,29
6890,4214438,Infectious eczematoid dermatitis,29
6891,4263569,"Mechanical complication of graft of bone, cartilage, muscle AND/OR tendon",29
6892,4142899,Subcutaneous rheumatoid nodule,29
6893,4112024,Occlusion and stenosis of cerebellar arteries,29
6894,4113009,Avulsion - injury,29
6895,4102351,Intracranial hypotension following ventricular shunting,29
6896,4113942,Injury of peritoneum,29
6897,4085332,Physical aggression,29
6898,4100815,Dextrocardia,29
6899,4096769,Laceration of spleen,29
6900,4106351,Superficial injury of upper arm,29
6901,4046213,Lennox-Gastaut syndrome,29
6902,4046500,Acute peptic ulcer with hemorrhage,29
6903,4029319,Disseminated herpes simplex,29
6904,4016131,Fracture of great toe,29
6905,4001455,Thoracolumbar ankylosis,29
6906,4029268,Marasmic kwashiorkor,29
6907,4046093,Vascular parkinsonism,29
6908,443604,Factitious disorder with predominantly psychological signs and symptoms,29
6909,252655,Group B streptococcal pneumonia,29
6910,316226,Complete transposition of great vessels,29
6911,197751,Burn of lower limb,29
6912,315069,Congenital heart block,29
6913,315282,Rheumatic disease of aortic valve,29
6914,200963,Primary malignant neoplasm of paraurethral glands,29
6915,133969,Primary malignant neoplasm of vermilion border of lip,29
6916,375828,Patulous eustachian tube,29
6917,380412,Total ophthalmoplegia,29
6918,195598,Chronic uterine inflammatory disease,29
6919,140570,"Open wound of back, uncomplicated",29
6920,438767,Staphyloma posticum,29
6921,141667,Laxity of ligament,29
6922,436678,Hereditary factor IX deficiency disease,29
6923,255192,Primary malignant neoplasm of commissure of lip,29
6924,375475,Meningoencephalitis due to acquired toxoplasmosis,29
6925,253482,Cortical blindness,29
6926,376383,Alcohol-induced organic mental disorder,29
6927,373160,Benign neoplasm of cornea,29
6928,376189,Benign mucous membrane pemphigoid with ocular involvement,29
6929,314103,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered",29
6930,440996,Cannabis dependence in remission,29
6931,439476,Accidental poisoning by antiadrenergic,29
6932,437760,Accidental poisoning by antibiotic,29
6933,439834,Rheumatic aortic regurgitation,29
6934,443917,Traumatic amputation of finger without complication,29
6935,72501,Superficial foreign body of foot without major open wound AND without infection,29
6936,75708,Foreign body in anus and rectum,29
6937,133158,Plasma cell leukemia in remission,29
6938,134137,Osteomyelitis of multiple sites,29
6939,433565,Juvenile osteochondrosis of spine,29
6940,192957,Perforation of bile duct,29
6941,42536742,Calculus of bile duct without inflammation of biliary tract,28
6942,45757239,Cholesteatoma tympanum,28
6943,762769,Chronic migraine without aura,28
6944,4003178,Benign neoplasm of peripheral nerve of pelvic region,28
6945,4100184,Pustular psoriasis of palms and soles,28
6946,45767635,Closed fracture of anterior wall of acetabulum,28
6947,45769830,Neuropathic arthropathy due to type 1 diabetes mellitus,28
6948,35624485,22q11.2 deletion syndrome,28
6949,4343923,Subacute cutaneous lupus erythematosus,28
6950,4297185,Basal cell carcinoma of upper eyelid,28
6951,4298441,Injury of bile duct without open wound into abdominal cavity,28
6952,4323194,Malunion of fracture of proximal femur,28
6953,4298317,Mood disorder with major depressive-like episode due to general medical condition,28
6954,4322698,Poisoning by cocaine,28
6955,4269221,Vulvitis,28
6956,4237155,Eaton-Lambert syndrome,28
6957,4264925,Porphyria cutanea tarda,28
6958,4266339,Disorder of skin of lower limb,28
6959,4243940,Instability of lumbosacral joint,28
6960,4239301,Unwanted pregnancy,28
6961,4220074,Splenic abscess,28
6962,4195318,Xeroderma pigmentosum,28
6963,4147891,Madarosis of eyelid,28
6964,4149913,Systemic lupus erythematosus with pericarditis,28
6965,4116447,Systemic onset juvenile chronic arthritis,28
6966,4108943,Sequelae of injuries of head,28
6967,4095288,Ketoacidotic coma due to diabetes mellitus,28
6968,4092828,Latent early syphilis,28
6969,4054550,Open wound of scrotum and testes,28
6970,4047635,Early onset cerebellar ataxia,28
6971,4062552,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",28
6972,4049121,Separated epiphysis,28
6973,4009573,Uninhibited neurogenic bladder,28
6974,4031142,Generalized pustular psoriasis,28
6975,443797,Severe manic bipolar I disorder without psychotic features,28
6976,4052527,"Abrasion, thigh",28
6977,195223,Renal carnitine transport defect,28
6978,194710,Placenta previa without hemorrhage,28
6979,200677,Hyperestrogenism,28
6980,377848,Toxic maculopathy,28
6981,196796,Congenital biliary atresia,28
6982,438837,Boutonnière deformity,28
6983,435487,Primary malignant neoplasm of posterior mediastinum,28
6984,195392,Laceration of liver,28
6985,373127,Herpes simplex disciform keratitis,28
6986,442102,Hematoma of kidney without rupture of capsule AND without open wound into abdominal cavity,28
6987,372329,Dissociated deviation,28
6988,438373,"Hodgkin's disease, lymphocytic-histiocytic predominance of extranodal AND/OR solid organ site",28
6989,443177,"Insect bite, nonvenomous, of neck",28
6990,434893,Selective immunoglobulin M deficiency,28
6991,73847,Finding of elbow joint,28
6992,133859,Preauricular cyst,28
6993,133303,Congenital anomaly of mouth,28
6994,194983,Chronic peritoneal effusion,28
6995,201622,Prostatic congestion or hemorrhage,28
6996,201531,Hyperosmolar coma due to type 1 diabetes mellitus,28
6997,201473,Foreign body in intestine and colon,28
6998,194685,Non-obstructive reflux-associated chronic pyelonephritis,28
6999,197518,Neoplasm of uncertain behavior of male genital organ,28
7000,40488783,Visual distortion of perception of shape,28
7001,43021845,Psychosocial problems related to unwanted pregnancy,28
7002,45757101,Malignant neoplastic disease in mother complicating childbirth,28
7003,42535528,Blepharitis of right eyelid,28
7004,72994,Jaccoud's syndrome,27
7005,136056,Chronic monocytic leukemia,27
7006,200784,Placental condition affecting management of mother,27
7007,201478,Traumatic shock,27
7008,201347,Pelvic congestion syndrome,27
7009,81424,Closed traumatic dislocation of knee joint,27
7010,81496,Tuberculosis of vertebral column,27
7011,40493039,Sepsis due to Salmonella,27
7012,44782781,Hemiplegia and/or hemiparesis following stroke,27
7013,45763824,Allergic contact dermatitis of lower eyelid,27
7014,45763774,Unstable keratoconus,27
7015,45763781,Ulcerative blepharitis of lower eyelid,27
7016,42537493,Recurrent cholesteatoma of mastoid cavity,27
7017,37116510,Open bite of wrist,27
7018,36712753,Foreign body in right cornea,27
7019,45766781,Closed fracture of shaft of fifth metacarpal bone,27
7020,45773220,Reversible cerebral vasoconstriction syndrome,27
7021,4335884,Sebaceous adenocarcinoma of eyelid,27
7022,4311555,Desquamative interstitial pneumonia,27
7023,4339544,Rheumatic tricuspid valve stenosis,27
7024,4308563,Mechanical complication of electrodes implanted in brain,27
7025,4174275,Pulmonary lymphangioleiomyomatosis,27
7026,4175171,Pathological fracture of foot,27
7027,4159157,Disorder of tooth development,27
7028,4130588,Morgagnian cataract,27
7029,4157514,Diagnostic agent poisoning,27
7030,4110362,Recurrent acute tonsillitis,27
7031,4138157,Subluxation of foot joint,27
7032,4115271,Sarcoma of liver,27
7033,4132549,Injury of bile duct,27
7034,4110933,Sequelae of inflammatory diseases of the central nervous system,27
7035,4095748,Malignant neoplasm of fundus of corpus uteri,27
7036,4102833,Double inlet ventricle,27
7037,4056346,"Nephrotic syndrome, minor glomerular abnormality",27
7038,4062133,Infection of obstetric surgical wound,27
7039,4090114,Toxoplasmosis chorioretinitis,27
7040,4026125,Chronic active hepatitis,27
7041,4015352,Fracture of metacarpal bone,27
7042,444421,Congenital anomaly of liver,27
7043,433856,Fracture of neck of femur,27
7044,195313,Urethral abscess,27
7045,433473,Steroid-induced glaucoma glaucomatous stage,27
7046,380986,Senile dementia with delusion,27
7047,435912,Endocardial cushion defect,27
7048,315295,Congestive rheumatic heart failure,27
7049,200881,Injury of iliac artery,27
7050,376028,Herpes zoster keratoconjunctivitis,27
7051,196047,Primary malignant neoplasm of parametrium,27
7052,380421,Marginal perforation of tympanic membrane,27
7053,380093,Episodic cluster headache,27
7054,256811,Congenital anomaly of nose,27
7055,257778,Pertussis,27
7056,197035,Acute pyelonephritis with medullary necrosis,27
7057,139970,Partial thickness burn of thigh,27
7058,435380,Closed fracture of radius AND ulna,27
7059,438843,Non-traumatic rupture of patellar tendon,27
7060,138844,Foreign body granuloma of muscle,27
7061,193719,Primary malignant neoplasm of spermatic cord,27
7062,438020,Late effect of internal injury to intra-abdominal organs,27
7063,439729,"Late syphilis, latent",27
7064,440098,Rubeosis iridis,27
7065,440140,Polypoid sinus degeneration,27
7066,381583,Acquired deformity of pinna,27
7067,440855,Closed fracture of base of metacarpal bone other than first metacarpal,27
7068,442749,Inhibited female orgasm,27
7069,437214,Infection by Histoplasma capsulatum,27
7070,437754,Toxic effect of metal,27
7071,440869,Intracranial hemorrhage following injury without open intracranial wound AND with no loss of consciousness,27
7072,4012753,"Tear of articular cartilage of knee, current",27
7073,434920,Hypochondriasis,27
7074,132553,Herpangina,27
7075,133055,Open wound of scalp with complication,27
7076,27419,Open wound of neck without complication,27
7077,80852,Closed fracture of four ribs,27
7078,76777,Arthropathy associated with infection,27
7079,133510,Rapidly progressive periodontitis,27
7080,76801,Polyostotic fibrous dysplasia of bone,26
7081,77067,Bucket handle tear of lateral meniscus of knee,26
7082,133570,Acute osteomyelitis of pelvic region and/or thigh,26
7083,133573,Acute osteomyelitis of shoulder region,26
7084,78507,Pathological dislocation of shoulder region,26
7085,78149,Congenital hereditary muscular dystrophy,26
7086,26514,Laryngeal web,26
7087,200160,Premature rupture of membranes - delivered,26
7088,199875,Prolapse of vaginal walls without uterine prolapse,26
7089,433915,Burn of thigh,26
7090,40481374,Allergic rhinitis due to food,26
7091,40480055,Refractory generalized nonconvulsive epilepsy,26
7092,40480938,Monoplegia of lower limb as late effect of cerebrovascular disease,26
7093,40492697,Traumatic injury of spinal cord at T7-T12 level,26
7094,36712948,Ptosis of left eyebrow,26
7095,36714116,Hypoglycemic coma due to type 2 diabetes mellitus,26
7096,37016396,Acute cholecystitis due to biliary calculus,26
7097,37396153,Localized severe aggressive periodontitis,26
7098,37016156,Seroma due to trauma,26
7099,46269888,Abscess of intestine co-occurrent and due to Crohn's disease,26
7100,45771409,Closed fracture of proximal phalanx of middle finger,26
7101,45773067,Bilateral moderate to severe visual impairment,26
7102,4343935,Giant cell arteritis with polymyalgia rheumatica,26
7103,4305376,Porphyria,26
7104,4216427,Refractory cytopenia with multilineage dysplasia and ringed sideroblasts,26
7105,4277276,Veno-occlusive disease of the liver,26
7106,4308707,Bone graft failure,26
7107,4208980,Cellulitis of umbilicus,26
7108,4239550,Condyloma latum,26
